ocm_id,title,city,state,lat,lon,status,status_title,num_points,date_last_update,usage_cost,connections,power_kw_max,network
56534,Woodland Joint Unified School District - Rhoda Maxwell Elementary School,Woodland,CA,38.683943,-121.79905,,,,2024-02-20T10:05:00Z,,,3.7,
67192,United Parcel Service,Sacramento,CA,38.571532,-121.54739,,,,2025-06-24T07:26:00Z,,,3.7,
343099,YOLO COUNTY DCS CAMPUS,Woodland,CA,38.68542,-121.79747,,,,2025-06-24T07:26:00Z,,,3.7,
141201,Riverpoint Marketplace,West Sacramento,CA,38.588964,-121.551083,,,,2025-03-29T03:39:00Z,,,150.0,
342651,Riverpoint Marketplace,West Sacramento,CA,38.58899,-121.55108,,,,2025-07-08T04:46:00Z,,,150.0,
245003,YOLO COUNTY BAUER-02S,Woodland,CA,38.687315,-121.794356,,,,2025-06-24T07:26:00Z,,,3.7,
105724,City of Woodland - Municipal Service Center,Woodland,CA,38.6956,-121.74738,,,,2025-06-24T07:27:00Z,,,3.7,
294179,750 Riverpoint Dr,West Sacramento,CA,38.59264,-121.54986,,,,2025-06-24T07:26:00Z,,,3.7,
224024,Best Western,Woodland,CA,38.6952495,-121.7635783,,,,2025-06-24T07:27:00Z,,,3.7,
299806,ARCO #5731,West Sacramento,CA,38.591119261365236,-121.54782390899469,,,1.0,2024-11-12T12:08:00Z,,,150.0,
342551,NORTH VALLEY 01 STATION 1,West Sacramento,CA,38.576346,-121.54208,,,,2025-06-24T07:26:00Z,,,3.7,
312636,Valley Oaks Inn,Woodland,CA,38.69711938501297,-121.76482657691449,,,1.0,2025-07-14T03:03:00Z,,,120.0,
262721,Washington Unified Virtual Academy,West Sacramento,CA,38.574104,-121.53695,,,,2023-07-12T08:34:00Z,,,3.7,
342633,Westfield Village Elementary School,West Sacramento,CA,38.5847158,-121.5362867,,,,2025-06-24T07:26:00Z,,,3.7,
461543,Garcia Bend Park,Sacramento,CA,38.47903700001825,-121.54283431099657,,,4.0,2025-09-26T04:22:00Z,,,7.0,
342644,YOLO COUNTY 500A JEFFERSONS,West Sacramento,CA,38.587269,-121.528166,,,,2025-06-24T07:26:00Z,,,3.7,
304947,Arther F Turner Community Library,West Sacramento,CA,38.58018414111436,-121.52384518025383,,,12.0,2024-10-14T08:09:00Z,,,6.6,
342604,WEST SACRAMENTO 1110 W CAP 6,West Sacramento,CA,38.581726,-121.524139,,,,2025-06-24T07:26:00Z,,,3.7,
244922,WEST SACRAMENTO CITY HALL 1,West Sacramento,CA,38.581664,-121.52408,,,,2024-10-07T17:25:00Z,,,6.6,
342582,WEST SACRAMENTO 1075 W CAP 1,West Sacramento,CA,38.580384,-121.523671,,,,2025-06-24T07:26:00Z,,,3.7,
342584,WEST SACRAMENTO 1075 W CAP 5,West Sacramento,CA,38.580394,-121.523648,,,,2025-06-24T07:26:00Z,,,3.7,
342769,Pilot - Tesla Supercharger,Sacramento,CA,38.617756,-121.538993,,,,2025-06-24T07:26:00Z,,,50.0,
305037,49er Travel Plaza,Sacramento,CA,38.61794171961196,-121.53900234585444,,,12.0,2025-04-28T11:02:00Z,,,325.0,
342586,WEST SACRAMENTO 1075 W CAP 4,West Sacramento,CA,38.580466,-121.523411,,,,2025-06-24T07:26:00Z,,,3.7,
342606,WEST SACRAMENTO 1110 W CAP 4,West Sacramento,CA,38.581762,-121.523619,,,,2025-06-24T07:26:00Z,,,3.7,
342608,WEST SACRAMENTO 1110 W CAP 5,West Sacramento,CA,38.581779,-121.523597,,,,2025-06-24T07:26:00Z,,,3.7,
124463,CITY HALL,West Sacramento,CA,38.582059,-121.5235079,,,,2024-10-07T17:25:00Z,$0.35/kWh,,6.6,
269359,WEST SACRAMENTO HERITAGE OAKS P,West Sacramento,CA,38.545956,-121.5192,,,,2025-06-24T07:26:00Z,,,3.7,
294198,Sacramento Airport,Sacramento,CA,38.678854,-121.594751,,,,2025-03-11T14:04:00Z,,,50.0,
56527,Sacramento Area Electrical Training Center,Sacramento,CA,38.618916,-121.535361,,,,2025-06-24T07:26:00Z,,,3.7,
343030,WattEV - Sacramento,Sacramento,CA,38.6695,-121.5805,,,,2025-06-24T07:26:00Z,,,50.0,
141252,Sacramento International Airport,Sacramento,CA,38.67790699182252,-121.58908731531136,,,8.0,2024-06-05T11:31:00Z,,,350.0,
342553,WEST SACRAMENTO STATION 2,West Sacramento,CA,38.57673322495762,-121.51602616931132,,,,2025-09-19T06:00:00Z,,,62.0,
342245,GREENHAVEN GREENHAVEN EV,Sacramento,CA,38.49401,-121.524375,,,,2025-06-24T07:25:00Z,,,3.7,
342328,SACRAMENTO BCLIBRARY-04,Sacramento,CA,38.523469,-121.512086,,,,2025-06-24T07:26:00Z,,,3.7,
124443,City of Sacramento - Belle Cooledge Library,Sacramento,CA,38.524403,-121.5112,,,,2024-02-20T10:04:00Z,,,3.7,
342334,City of Sacramento - Belle Cooledge Library,Sacramento,CA,38.524403,-121.5112,,,,2025-06-24T07:26:00Z,,,3.7,
223920,SUTTER HEALTH STATION - 10,Sacramento,CA,38.606792,-121.52033,,,,2025-06-24T07:26:00Z,,,3.7,
223924,SUTTER HEALTH STATION - 3,Sacramento,CA,38.60724,-121.52037,,,,2025-06-24T07:26:00Z,,,3.7,
223922,SUTTER HEALTH STATION - 5,Sacramento,CA,38.607224,-121.52019,,,,2025-06-24T07:26:00Z,,,3.7,
89485,City of Sacramento - Tower Bridge Garage,Sacramento,CA,38.57429,-121.509589,,,,2020-06-26T03:00:00Z,,,3.7,
223918,SUTTER HEALTH STATION 3,Sacramento,CA,38.606169,-121.519218,,,,2025-06-24T07:26:00Z,,,3.7,
223916,SUTTER HEALTH STATION 2,Sacramento,CA,38.605674,-121.518816,,,,2025-06-24T07:26:00Z,,,3.7,
342512,1990 3RD ST. MS STATION 1,Sacramento,CA,38.571867,-121.508497,,,,2025-06-24T07:26:00Z,,,3.7,
124464,DGS MAIN,West Sacramento,CA,38.583377,-121.510851,,,,2019-12-24T09:15:00Z,,,3.0,
342509,1990 3RD ST. MS STATION 3,Sacramento,CA,38.571559,-121.508211,,,,2025-06-24T07:26:00Z,,,3.7,
342506,1990 3RD ST. MS STATION 2,Sacramento,CA,38.571225,-121.508152,,,,2025-06-24T07:26:00Z,,,3.7,
342514,1990 3RD ST. MS STATION 4,Sacramento,CA,38.572122,-121.507926,,,,2025-06-24T07:26:00Z,,,3.7,
461252,D & 3rd Street Curbside,West Sacramento,CA,38.587134672315926,-121.51062257877447,,,4.0,2025-09-19T05:47:00Z,,,62.0,
244935,Ziggurat Garage,West Sacramento,CA,38.584045,-121.509764,,,,2025-06-24T07:26:00Z,,,3.7,
342294,SCUSD - Alice Birney Public Waldorf Tk-8 School,Sacramento,CA,38.5126374,-121.5094683,,,,2025-06-24T07:25:00Z,,,3.7,
141256,Sacramento International Airport - Terminal B Garage,Sacramento,CA,38.68879653237209,-121.592721351837,,,,2025-06-24T07:26:00Z,,,1.9,
223803,SACRAMENTO 35TH AVE #1,Sacramento,CA,38.52292,-121.5066,,,,2025-06-24T07:26:00Z,,,3.7,
342494,Southside Park,Sacramento,CA,38.567526,-121.504937,,,,2025-06-24T07:26:00Z,,,50.0,
